time_value,geo_value,value,activity_level,region_value,national_value
2022-12-17,al,7.57855378403715,6.0,9.017503082329464,18.856925037046327
2024-05-11,al,4.427974518213525,4.0,2.0144377897662062,2.855700300645851
2023-05-27,al,1.3246699328755691,2.0,1.5609073795044859,1.3664400937876373
2024-07-06,al,1.4547921344649781,2.0,1.3088643910101598,1.3493161204339281
2024-08-10,al,1.2793032617251434,2.0,1.3334050099288508,1.4050506018330264
2023-02-18,al,1.9337578783934102,3.0,1.8063169981462717,1.8588259118008845
2023-09-16,al,1.3829438199390607,2.0,1.6999424204260865,1.545762350512689
2024-09-14,al,1.513024782782199,2.0,1.26602868644515,1.2388566762367494
2024-03-09,al,5.04860801702623,5.0,4.706543111444064,5.347784974320218
2023-06-03,al,1.1582012478159371,2.0,1.4475742398593026,1.3153472655870944
2024-08-31,al,1.5409110707287852,2.0,1.3865497644845486,1.3212852432489939
2023-12-23,al,19.97938091832619,8.0,10.52804531515826,9.987308810716254
2023-08-26,al,1.4410470117518939,2.0,1.4366522350600461,1.359311098166365
2022-12-31,al,9.597086859674016,6.0,9.597086859674016,14.423090887794473
2023-07-29,al,1.2649064657863172,2.0,1.4408104533830814,1.3198223804807878
2023-11-11,al,2.7875968256910904,4.0,1.8880537373679744,1.699282739577417
2024-03-16,al,6.724627383036808,5.0,3.710148156671548,4.044689780395984
2024-08-03,al,1.4612154023872563,2.0,1.3289084670187394,1.3321149867764794
2024-04-27,al,3.8773595898471402,4.0,2.27414767568533,2.4617600583676813
2022-09-17,al,2.2752597304803737,3.0,1.3340906805511081,1.2918152835587338
2023-03-25,al,1.340567314521402,2.0,1.6001887394295997,1.6945225163730795
2024-02-03,al,10.96265375321649,6.0,8.70567533821067,8.712181258542067
2022-08-27,al,1.0831783094790266,2.0,1.3611795272105405,1.5185902446031085
2023-01-28,al,1.3414976508190082,2.0,2.0232284138948913,2.407486346119722
2023-08-19,al,1.6708012113556456,3.0,1.6596336835875753,1.4807484866154388
2024-07-13,al,1.2765207575037665,2.0,1.2638409048196273,1.4196861271020738
2024-10-05,al,1.6643536912417531,3.0,1.5412209891737858,1.3739216040782032
2024-03-23,al,5.102383804959289,5.0,2.950103255020136,3.299684987322135
2024-04-13,al,8.211978255674156,6.0,2.871141009504599,3.366999257903192
2024-05-18,al,1.7483770845501028,3.0,1.7402438072958892,2.3725930397402424
2024-03-02,al,8.121298103754192,6.0,5.8965985580970415,6.503885531792079
2023-12-09,al,7.601285927244808,6.0,4.6545920048536695,5.35430081681578
2023-01-21,al,1.2952395460259296,2.0,3.0056892470122776,3.2153632624583453
