time_value,geo_value,state_med_conc,activity_level,region_value,national_value
2023-12-09,co,10.018984455238508,9.0,7.463447808964883,8.579611677511679
2024-10-19,co,2.715759732619933,4.0,2.2253924410309613,1.9350640616339883
2023-10-14,co,8.992214640982034,9.0,5.272869550385898,3.811378241927873
2023-10-28,co,6.962856007662943,8.0,4.29696035374845,4.061504631469786
2024-07-27,co,7.868577346888767,8.0,10.499815359552208,6.661786776175179
2022-08-06,co,7.21034109335633,8.0,6.994373164371485,7.900330285935948
2022-06-04,co,9.974967165985754,9.0,9.74928862384909,7.22381681214419
2022-06-25,co,10.937253489939888,9.0,10.889675270305345,7.2177121781219675
2022-01-22,co,18.34614373581878,10.0,35.7147223912786,19.441221121099908
2023-02-04,co,6.047294086728807,8.0,6.187919450418414,6.134214649242879
2024-08-03,co,10.412368935667086,9.0,12.055534414693208,8.04561086713608
2024-02-17,co,5.282935515059846,7.0,5.697578404357998,6.552185867668914
2023-07-01,co,0.9400066370344627,1.0,1.831898254490667,1.3544904926571018
2024-02-24,co,4.450257873785585,6.0,4.722943653822288,5.964976570074915
2022-07-02,co,12.863652739975315,10.0,11.79650200457106,7.919451471635691
2022-10-29,co,5.535553397339881,7.0,3.6033299470118907,4.029488863003323
2022-08-27,co,5.871601643412883,7.0,5.335351928032307,6.522764971717187
2023-01-07,co,6.770050503775067,8.0,8.015654018418019,8.313777457681223
2023-09-23,co,6.475714969085507,8.0,5.581181546284304,5.33174110167687
2022-08-20,co,5.752235592920501,7.0,5.603003022242773,6.789899266237361
2023-02-25,co,5.543286607616649,7.0,7.059459761621152,5.803014865706193
2023-02-11,co,4.874493043630533,7.0,6.698849059207093,6.074211610610641
2022-11-26,co,9.293114137277296,9.0,8.162742401484211,5.39243709162515
2022-12-24,co,9.389638466914953,9.0,8.80800445417548,9.45640959772539
2024-07-06,co,5.344913710764097,7.0,7.124143789003283,4.447756676424531
2022-11-05,co,7.110166707406538,8.0,4.466796564393704,4.067804421843559
2023-04-08,co,3.3845130387202293,5.0,3.480570382790161,2.9049761284820743
2024-02-10,co,9.105514059022065,9.0,6.630443962751051,6.953178308804942
2022-01-15,co,29.448058565809646,10.0,31.822039039743306,23.650532479389632
2022-12-17,co,8.853480457216271,9.0,9.138374538891624,9.000582166153498
2024-03-16,co,5.107447592991669,7.0,2.5022629742156774,2.9234374035800426
2023-05-20,co,1.4616033237684922,2.0,2.1225381632488087,1.6860578363007623
2022-10-15,co,5.249688915714735,7.0,3.2310893314164835,3.379504809909491
2022-09-03,co,5.669189150012224,7.0,4.782551670664635,5.8386493595092945
2022-11-19,co,10.379939984808551,9.0,7.3506822324953145,4.598416422726083
2024-08-24,co,7.373102753035144,8.0,9.102866462562634,8.198974340813665
2022-06-18,co,10.3859689320755,9.0,9.254954277202172,6.69875215686778
2024-03-30,co,2.797108304318823,4.0,1.618425590461163,2.36132726554885
2024-06-01,co,2.0698331968062447,4.0,3.462806918511151,1.9196465267735272
2024-03-02,co,4.744175961505365,7.0,3.5432182853031975,4.935880347974075
2023-12-16,co,11.389545628570758,10.0,7.596313577823802,9.706204999520299
2023-03-18,co,5.9293930434409186,7.0,5.956478734386096,4.710454071720841
2023-06-03,co,1.0285785782035328,2.0,1.5797893179158744,1.2903595250980617
2024-05-11,co,1.0856171247664848,2.0,1.66827198110841,1.364568684953574
2024-02-03,co,6.554591120345386,8.0,6.816338609595187,7.019405532208694
2023-02-18,co,5.891589062179591,7.0,7.0919313267645245,6.261954680964408
2023-09-16,co,7.182955661777471,8.0,5.910923882792462,5.579832672813993
2022-04-16,co,2.011374990887479,4.0,1.8822850282826071,2.104660801346302
2022-02-05,co,7.033734130133568,8.0,11.36979972980797,9.177728646963654
2022-09-17,co,5.1885255109760715,7.0,4.354514510463068,5.142476786077141
2024-01-27,co,7.351835753988247,8.0,7.957350804330148,8.15791195288097
2024-09-28,co,7.33530414962692,8.0,4.87703389813101,3.95016400455367
2022-12-31,co,7.000041068414584,8.0,9.128064657657506,10.840910193265492
2023-03-11,co,5.578147641552728,7.0,5.707166702774481,4.470721532688801
2023-06-24,co,0.9003218668186213,1.0,1.6119501017649096,1.2023278232892203
2023-05-13,co,1.8409497513343613,3.0,2.2406121066502833,1.9579629589720895
2023-08-19,co,7.127590440068202,8.0,6.295991341515002,4.34551254142467
2023-09-30,co,9.814891987741,9.0,5.201754635415533,5.027185691002783
2023-08-05,co,6.382822407756521,8.0,5.182891289303807,3.2308816282951645
2022-04-09,co,1.683806174052968,3.0,1.295587981727566,1.5675870483403727
2024-08-17,co,9.554243805911751,9.0,10.894706418392477,7.937802818965551
2022-02-19,co,2.8151806133045807,4.0,3.6125571083694625,3.9109744745339867
2023-05-27,co,0.9928724169249671,1.0,1.675523150763255,1.5793852608860208
2022-10-08,co,4.7770504512032055,7.0,3.6557517045807897,3.473413204288853
2022-06-11,co,9.279153905381996,9.0,9.783699243149071,6.820274971096861
2024-08-31,co,9.086090421633543,9.0,9.249826379449075,7.7763183226701
2023-04-15,co,2.833311060253857,4.0,3.307204278028473,2.7872200163035217
2024-04-20,co,1.0,1.0,1.2965442269105347,1.5208429691245278
2022-01-01,co,18.36586880134194,10.0,17.252016423534098,16.817132702270086
2022-08-13,co,6.660572290882758,8.0,6.202618991746633,7.252818031393442
2022-12-03,co,10.324654485186665,9.0,11.042465343763563,8.582128010948434
2023-12-23,co,15.788757091679184,10.0,11.208890105427969,11.338205199943935
2024-01-13,co,8.205332604001008,9.0,9.701361455147122,10.151105972389214
2022-03-05,co,1.0401232992703204,2.0,1.4006695824646844,1.7570564215061715
2024-09-21,co,11.015645611165155,10.0,5.680244280281132,5.2812205813309445
2024-04-13,co,1.1489819052871915,2.0,1.3151466479210132,1.8050910700295058
2022-01-08,co,24.761332376911007,10.0,33.37473487795676,23.705693483863207
2023-11-04,co,6.418721758257124,8.0,4.686641570739526,4.318962366906735
2023-07-15,co,2.999450611822411,4.0,2.699695006115098,1.8397547308941802
2022-03-12,co,1.0244054747311577,2.0,1.065127124656298,1.4736183011626238
2022-01-29,co,13.779794534552098,10.0,22.64087654516384,13.728127920850664
2023-11-18,co,12.079390279023453,10.0,6.083448893618835,5.234065439265072
2024-07-13,co,7.450304017496889,8.0,9.532306175618604,5.4769371973983
2022-04-23,co,3.312998831432872,5.0,2.9684371338974187,3.148471298736332
2022-09-10,co,4.618267099869546,7.0,4.455066756962248,5.561184611471148
2022-10-01,co,5.570650505312419,7.0,3.8527612338274233,3.7251455637545625
2024-08-24,ct,4.9903013731720804,7.0,6.022867606241582,8.198974340813665
2023-09-02,ct,6.517447000456065,8.0,4.404553096071979,5.6599519309712445
2022-07-23,ct,5.048820939700977,7.0,6.842072021401501,9.550351810618482
2024-07-06,ct,5.247995956812788,7.0,2.838075340546341,4.447756676424531
2022-08-13,ct,2.451181626281033,4.0,6.245069187019014,7.252818031393442
2024-08-10,ct,5.817235145196671,7.0,5.946764194360778,8.222365696122223
2022-05-14,ct,5.359339186748389,7.0,5.775773654584254,5.777562843682242
2023-10-28,ct,5.639282503521672,7.0,4.1997431838659445,4.061504631469786
2024-02-10,ct,2.0960992676816144,4.0,5.7017531929473595,6.953178308804942
2022-10-15,ct,2.506905750208618,4.0,6.0567110552345635,3.379504809909491
2024-07-13,ct,7.559734484071186,8.0,3.4638549270124224,5.4769371973983
2024-08-31,ct,5.344619842090454,7.0,5.667882474607778,7.7763183226701
2023-02-11,ct,3.239183721015398,5.0,4.750881194095492,6.074211610610641
2023-09-16,ct,7.986755305548616,8.0,6.289006217318851,5.579832672813993
2023-03-11,ct,0.8755427196327464,1.0,2.601963094126792,4.470721532688801
2023-02-18,ct,1.7940030564620209,3.0,5.448054849408595,6.261954680964408
2023-04-22,ct,0.12984232590832,1.0,1.093597039913477,2.1682622099554676
2023-05-06,ct,0.6496422012040475,1.0,1.4597102124062658,2.049387369309628
2023-02-25,ct,1.1185450420921408,2.0,5.5199120233202255,5.803014865706193
2024-04-20,ct,1.1519873349684517,2.0,1.4383861865816792,1.5208429691245278
2023-10-07,ct,6.910001818183451,8.0,6.399845290413047,4.470744999084346
2023-08-12,ct,6.551006553916046,8.0,3.3132532324388317,3.9146487284278892
2024-07-27,ct,4.955055439867428,7.0,4.257951329359804,6.661786776175179
2023-10-21,ct,5.801017351397283,7.0,4.304160694509534,3.8446021312213627
2024-09-07,ct,5.116472134336121,7.0,4.612935214315445,7.375129653235615
2024-06-01,ct,1.3241500674132647,2.0,1.2868470267773366,1.9196465267735272
2024-08-03,ct,4.245595657497778,6.0,5.378725677485883,8.04561086713608
2023-06-03,ct,0.16762177261196334,1.0,1.0,1.2903595250980617
2023-07-29,ct,4.232186116898421,6.0,2.4804085713156496,2.6598715520056477
2022-11-05,ct,2.683061189727355,4.0,4.1150880275507244,4.067804421843559
2024-04-27,ct,1.1130212158127482,2.0,1.2204126561984834,1.3643779577860444
2022-12-31,ct,15.455143828004461,10.0,10.268277731748736,10.840910193265492
2024-06-08,ct,1.7789086040061075,3.0,1.3134884018481452,2.182508301295843
2022-08-20,ct,2.900914980435359,4.0,5.8834208234251255,6.789899266237361
2022-08-27,ct,2.371675881713217,4.0,6.0257327577063675,6.522764971717187
2023-02-04,ct,5.794712398772186,7.0,6.525815735044469,6.134214649242879
2022-08-06,ct,3.54515108163974,5.0,5.278755332183917,7.900330285935948
2022-07-09,ct,4.490599083175024,6.0,5.080298087161966,9.282657247267704
2023-04-01,ct,0.41878662544739786,1.0,1.7790814289363448,3.4547164790353753
2023-09-09,ct,9.252060569726366,9.0,5.777365024951527,6.235871739049877
2024-02-17,ct,1.455504122642227,2.0,5.492529422851752,6.552185867668914
2024-09-14,ct,6.367980340092007,8.0,4.28396114834967,6.655678919047137
2023-12-02,ct,4.922507424282772,7.0,6.661392265248704,7.551099470955711
2023-01-07,ct,19.327438890830383,10.0,7.660540660757979,8.313777457681223
2022-12-17,ct,8.114785856253892,9.0,8.52114638292941,9.000582166153498
2022-12-24,ct,9.78394578674121,9.0,8.496145106537032,9.45640959772539
2022-07-30,ct,2.798460366845178,4.0,5.125393164811783,8.857882889406902
2022-05-28,ct,4.511115238864498,7.0,6.617413716863831,7.108935382268134
2022-07-16,ct,4.030956354133212,6.0,5.758972929322409,9.018522631132036
2023-12-16,ct,9.696372934053223,9.0,10.425327570413245,9.706204999520299
2022-09-17,ct,6.038566284788504,8.0,6.6480713756678105,5.142476786077141
2024-01-20,ct,14.596191974695778,10.0,7.852371630062551,8.363850738642606
2024-06-22,ct,2.939463788081511,4.0,1.807407957599009,3.0138146731451627
2023-08-19,ct,6.309576144593005,8.0,3.206907850034673,4.34551254142467
2023-04-29,ct,0.2367636041244245,1.0,1.2190076812039727,1.892072405463939
2024-05-18,ct,1.4282483975999924,2.0,1.3074786432672236,1.5296572616428368
2023-06-24,ct,0.0961687683549941,1.0,1.0405487574002878,1.2023278232892203
2024-05-04,ct,1.167833155560417,2.0,1.2913577444556283,1.3312541534872606
2024-08-17,ct,5.763032316201956,7.0,6.557914637308539,7.937802818965551
2023-04-08,ct,0.12777048650807277,1.0,1.5201604851075228,2.9049761284820743
2023-11-18,ct,4.424002367789272,6.0,4.406825488706284,5.234065439265072
2023-10-14,ct,6.16448418292884,8.0,4.471399438133333,3.811378241927873
2023-06-10,ct,0.11777503098315936,1.0,1.0,1.138646516176122
2022-10-22,ct,2.9600985710788272,4.0,4.221633156269317,3.457602115529286
2023-11-25,ct,4.808995351969937,7.0,5.897046049322929,5.9461344923293
2024-02-03,ct,1.3662851466582522,2.0,6.4383856651729126,7.019405532208694
2023-09-30,ct,7.53260428188079,8.0,6.862343516622047,5.027185691002783
2024-03-30,ct,1.2268749946136508,2.0,1.6965179031637887,2.36132726554885
2024-05-25,ct,1.6255633553533304,3.0,1.3485067532115933,1.6679010492235298
2023-09-23,ct,7.591757978771533,8.0,5.981587755354234,5.33174110167687
2023-03-25,ct,0.7072270846492912,1.0,2.8509592278121567,4.400414434015628
2023-07-08,ct,2.4986443818226847,4.0,1.393916900828527,1.6230861421988532
2023-12-09,ct,9.373847500228784,9.0,8.45412471196134,8.579611677511679
2024-04-06,ct,1.307145949724911,2.0,1.5872874167091564,2.089119032784404
2023-01-28,ct,5.90477048819174,7.0,6.939568542768418,5.804668206659576
2022-11-12,ct,1.976116766880212,3.0,3.217263071062295,4.16566152815288
2024-03-23,ct,1.1677925500718893,2.0,1.7826466252270308,2.518054484127927
2024-07-20,ct,4.683059398905664,7.0,3.9187361423961855,6.166558413871416
2023-08-26,ct,7.69700759933076,8.0,3.7784783215594437,4.928460463003365
2024-01-06,ct,17.522098658572006,10.0,12.186705307693499,12.602657693837138
2022-06-25,ct,2.3476360785300945,4.0,3.2198094428833093,7.2177121781219675
2022-11-19,ct,3.0073710467793235,5.0,3.947400956015529,4.598416422726083
2024-01-13,ct,14.808336126360494,10.0,9.378080346416656,10.151105972389214
2022-09-03,ct,1.4805799173622183,2.0,5.365236593211499,5.8386493595092945
2022-06-04,ct,4.094894072366793,6.0,4.419682899139588,7.22381681214419
2023-07-15,ct,3.107653016083841,5.0,1.8035404577428613,1.8397547308941802
2023-03-18,ct,1.1997460193518708,2.0,3.446359167935302,4.710454071720841
2022-10-08,ct,2.041707747637957,4.0,5.030425041447499,3.473413204288853
2023-01-21,ct,3.9437430909145537,5.0,6.517932818492939,5.701226148947399
2023-07-22,ct,3.62497026241555,5.0,1.9736436545132365,2.0944354448040565
2023-04-15,ct,0.1834148578254831,1.0,1.436284140372826,2.7872200163035217
2024-03-02,ct,1.0244717253937616,2.0,3.577327224225451,4.935880347974075
2022-09-24,ct,2.1606178380513135,4.0,4.738402720899522,4.584053109698752
2022-07-02,ct,3.1952011491651184,5.0,4.315822516865906,7.919451471635691
2024-10-05,ct,2.2403840840908584,4.0,1.2854178961194844,2.8019903809311764
2023-05-20,ct,0.1707136698211162,1.0,1.0683423589303622,1.6860578363007623
2024-09-21,ct,4.54606333012327,7.0,3.936694332777896,5.2812205813309445
2022-12-03,ct,7.288005771329821,8.0,6.650432755177235,8.582128010948434
2023-08-05,ct,5.090302536432634,7.0,2.712087163360411,3.2308816282951645
2023-11-11,ct,5.986150661620499,7.0,3.6575188277720536,4.840767285642494
2024-04-13,ct,1.3282571549854716,2.0,1.584164937420546,1.8050910700295058
2024-10-12,ct,2.6877781733120725,4.0,1.683947478474061,2.272767575115438
2022-05-07,ct,4.067452700096094,6.0,9.017534274787259,4.942884814630867
2024-03-09,ct,1.256920291855375,2.0,2.279371892832998,4.062828323893268
2023-05-13,ct,0.26165948935225714,1.0,1.241097103907209,1.9579629589720895
2022-10-01,ct,1.949522148061031,3.0,6.408322126385128,3.7251455637545625
2023-07-01,ct,1.3724074784311748,2.0,1.10145021336695,1.3544904926571018
2022-06-18,ct,1.3888976253033671,2.0,4.455739223728285,6.69875215686778
2023-05-27,ct,0.3041857017437002,1.0,1.0878456235350114,1.5793852608860208
2024-06-15,ct,1.5665468776596212,3.0,1.626336957496103,2.435796349356761
2022-09-10,ct,4.871775328129992,7.0,6.042742334017712,5.561184611471148
2022-06-11,ct,2.8091953258514337,4.0,3.038041052210632,6.820274971096861
2022-10-29,ct,3.7915250913258234,5.0,4.861916069042833,4.029488863003323
2024-09-28,ct,3.7689436896235815,5.0,2.6764099581922314,3.95016400455367
2024-01-27,ct,14.297979937668279,10.0,8.393805064078222,8.15791195288097
2023-12-23,ct,14.987109803115418,10.0,10.805867981458796,11.338205199943935
2024-10-19,ct,4.171679593937245,6.0,1.1378627518130768,1.9350640616339883
2024-03-16,ct,1.321584692861634,2.0,1.6925591826859034,2.9234374035800426
2023-06-17,ct,0.12107365272364327,1.0,1.0360355177778522,1.1576788075152558
2023-12-30,ct,20.126709291720694,10.0,12.929728642088524,13.426612343006465
2023-11-04,ct,4.4924037585570975,6.0,4.715395264325913,4.318962366906735
2024-05-11,ct,1.4234670524444857,2.0,1.2608814434238869,1.364568684953574
2023-03-04,ct,1.2222643613136568,2.0,3.8698734010468483,5.140581123845883
2022-12-10,ct,10.364393627129807,9.0,8.407031477803127,8.437218754250006
2023-01-14,ct,10.251573471389,9.0,5.7563168879516695,6.029570303401613
2024-02-24,ct,1.28157801835204,2.0,4.3058141228994335,5.964976570074915
2022-11-26,ct,2.8950303616190287,4.0,3.966498844075337,5.39243709162515
2024-06-29,ct,3.1134674925896055,5.0,2.6601998116038725,3.827272520071471
2022-05-21,ct,9.343453145043195,9.0,7.281913030231275,6.680195048570809
2023-12-09,de,6.793425027289647,8.0,5.900493926472899,8.579611677511679
2024-09-28,de,5.869369246806389,7.0,3.913384845234591,3.95016400455367
2023-06-17,de,0.8108442256382281,1.0,1.2035274219865695,1.1576788075152558
2024-10-05,de,4.669465696897161,7.0,2.931666577723275,2.8019903809311764
2023-04-22,de,0.9001995715890455,1.0,1.7917425835325842,2.1682622099554676
2023-07-01,de,1.196789145927518,2.0,1.6522469883604698,1.3544904926571018
2023-07-29,de,1.6288868951339324,3.0,3.1959869080360344,2.6598715520056477
2022-07-16,de,5.628357634736129,7.0,9.219803699052214,9.018522631132036
2023-02-18,de,6.806927952012781,8.0,5.48930257739147,6.261954680964408
2023-05-27,de,0.5604772095386035,1.0,1.4870434832600403,1.5793852608860208
2023-04-29,de,0.8210507369848932,1.0,1.6867369508694998,1.892072405463939
2024-06-22,de,3.24331547936875,5.0,3.27072397975427,3.0138146731451627
2022-12-03,de,7.585076162317656,8.0,7.050898595303196,8.582128010948434
2023-06-10,de,1.0083950657412093,2.0,1.2472849208234236,1.138646516176122
2023-03-11,de,2.099975712065469,4.0,2.8159198465796518,4.470721532688801
2024-06-01,de,0.8808822213946084,1.0,1.8184410776040953,1.9196465267735272
2022-05-21,de,7.520027447928026,8.0,6.280308691460824,6.680195048570809
2022-07-30,de,4.051764710902776,6.0,8.693203767961982,8.857882889406902
2023-12-16,de,8.9821655601435,9.0,7.2639137589631595,9.706204999520299
2024-02-03,de,10.222371199419946,9.0,10.048914339094566,7.019405532208694
2022-06-18,de,2.0588920467008602,4.0,5.886034937182446,6.69875215686778
2023-06-24,de,1.0924645415247514,2.0,1.3722672166715442,1.2023278232892203
2024-08-31,de,8.841663612304727,9.0,8.948979752590354,7.7763183226701
2023-04-01,de,2.1492062864485812,4.0,2.9988548136681388,3.4547164790353753
2023-07-15,de,1.9623730049912893,3.0,1.97433022311029,1.8397547308941802
2024-01-06,de,15.139703822030675,10.0,12.539754001964601,12.602657693837138
2022-10-08,de,3.9391199756897874,5.0,2.109555777710762,3.473413204288853
2022-09-10,de,3.8669290956852445,5.0,5.885548183532887,5.561184611471148
2024-05-04,de,1.053254341347742,2.0,1.324565718674041,1.3312541534872606
2023-11-11,de,2.8176806779428927,4.0,3.550894548819459,4.840767285642494
2023-09-02,de,3.191428343081969,5.0,6.446189945190888,5.6599519309712445
2023-08-19,de,3.96710578089385,5.0,5.144897009778413,4.34551254142467
2023-05-06,de,0.5758565421613024,1.0,1.9078794558685783,2.049387369309628
2024-03-16,de,3.938129270804712,5.0,3.8970494782418355,2.9234374035800426
2023-11-04,de,2.8953323436640823,4.0,3.2453955078210743,4.318962366906735
2022-10-29,de,2.148622485405487,4.0,2.7350031459492,4.029488863003323
2024-02-17,de,9.622647794362521,9.0,8.932921674184477,6.552185867668914
2022-04-16,de,2.8422728315840553,4.0,1.9262807784606053,2.104660801346302
2024-07-27,de,11.682151502835481,10.0,8.714442394240544,6.661786776175179
2023-04-08,de,1.0902346238503653,2.0,2.3852193899432343,2.9049761284820743
2022-05-07,de,5.7334484615580905,7.0,3.9641626999998043,4.942884814630867
2023-01-07,de,9.5177995803766,9.0,10.892750770146867,8.313777457681223
2023-12-23,de,16.67925495516322,10.0,10.287101916739879,11.338205199943935
2024-05-11,de,1.2341564706484789,2.0,1.3339119946101796,1.364568684953574
2022-05-14,de,7.039358525460033,8.0,4.879189803756914,5.777562843682242
2022-06-25,de,6.035371236486818,8.0,6.231397556300024,7.2177121781219675
2022-07-02,de,5.6502048897716275,7.0,6.347146266753201,7.919451471635691
2022-04-23,de,3.2148194843970144,5.0,2.8996697023008897,3.148471298736332
2022-07-09,de,4.306973269647361,6.0,8.258226498663921,9.282657247267704
2023-02-04,de,12.896925146697342,10.0,7.033921114718183,6.134214649242879
2024-08-03,de,8.329847204197854,9.0,10.31307102332109,8.04561086713608
2023-06-03,de,0.6237986136384872,1.0,1.4230159768711803,1.2903595250980617
2023-08-12,de,3.6343341234882094,5.0,4.473808127664499,3.9146487284278892
2024-02-24,de,7.423296546801618,8.0,8.817641910813363,5.964976570074915
2023-01-14,de,7.306658593577983,8.0,7.251596773068978,6.029570303401613
2022-08-27,de,5.645833244891753,7.0,6.623400661696164,6.522764971717187
2024-01-13,de,16.116537022494516,10.0,10.3699923153957,10.151105972389214
2023-09-30,de,6.562264660574373,8.0,3.6330349685190177,5.027185691002783
2022-10-15,de,2.894371922995525,4.0,2.1085666970860673,3.379504809909491
2024-06-29,de,3.521009486955882,5.0,3.970879839488801,3.827272520071471
2022-06-04,de,7.029390694452857,8.0,6.90168121418197,7.22381681214419
2023-12-02,de,3.6800734386304566,5.0,5.62552455432858,7.551099470955711
2023-07-08,de,1.8210755919556845,3.0,1.9471747381035451,1.6230861421988532
2023-11-25,de,3.4266849722077333,5.0,3.7114660887032924,5.9461344923293
2024-08-17,de,10.568898799779358,9.0,9.439358973065787,7.937802818965551
2023-09-09,de,5.449984471274303,7.0,6.656504439777173,6.235871739049877
2024-02-10,de,7.563427074459982,8.0,9.362877877039136,6.953178308804942
2023-01-21,de,9.304972778894554,9.0,6.7402757928473624,5.701226148947399
2023-09-16,de,4.548359535694729,7.0,4.77011363958222,5.579832672813993
2024-07-13,de,5.748775483059177,7.0,5.839661053731842,5.4769371973983
2024-09-21,de,7.602254503806872,8.0,5.28272907662674,5.2812205813309445
2022-05-28,de,6.453618845971071,8.0,6.8822237782030875,7.108935382268134
2024-10-12,de,2.1104597808034296,4.0,2.1000645456035927,2.272767575115438
2022-12-24,de,14.089751423362529,10.0,9.910576121808795,9.45640959772539
2023-10-21,de,3.6700180698587683,5.0,3.1326604504932583,3.8446021312213627
2022-12-31,de,14.801125931600183,10.0,13.001152219708578,10.840910193265492
2022-11-05,de,3.3595001650860903,5.0,2.6006038919502683,4.067804421843559
2024-03-23,de,2.9030873150050396,4.0,3.0887601804508993,2.518054484127927
2023-10-14,de,4.471680881224016,6.0,3.1601173256288515,3.811378241927873
2022-09-17,de,4.117985695886647,6.0,4.918244537366946,5.142476786077141
2022-07-23,de,5.269451581920637,7.0,9.503478290766331,9.550351810618482
2023-08-26,de,4.124684997702511,6.0,5.965815376269866,4.928460463003365
2024-06-15,de,2.270215157578073,4.0,2.4456478878234913,2.435796349356761
2022-04-09,de,1.6628418054556326,3.0,1.4700723761077783,1.5675870483403727
2022-08-20,de,4.742909184528253,7.0,6.460795343025026,6.789899266237361
2024-10-19,de,1.8047459412197624,3.0,1.9000842423375106,1.9350640616339883
2023-04-15,de,1.122758879731764,2.0,2.1589920625597108,2.7872200163035217
2024-09-14,de,7.96913206679824,8.0,6.691304597186898,6.655678919047137
2022-08-06,de,4.772084346696895,7.0,8.48116032800392,7.900330285935948
2024-09-07,de,6.909354668689465,8.0,7.720927511061101,7.375129653235615
2023-03-25,de,3.386158926329321,5.0,3.708442165349462,4.400414434015628
2022-11-12,de,3.6511415678175796,5.0,2.3698584158494165,4.16566152815288
2024-06-08,de,1.0722244263449596,2.0,2.0445821222783978,2.182508301295843
2023-02-11,de,8.097994552576226,9.0,6.841892929408317,6.074211610610641
2024-04-13,de,1.1575458321188288,2.0,2.0641478045106307,1.8050910700295058
2023-01-28,de,13.361661787080477,10.0,6.829698211390246,5.804668206659576
2023-02-25,de,3.277700060668157,5.0,4.1428930192926945,5.803014865706193
2022-06-11,de,5.278298301174665,7.0,6.469761142300799,6.820274971096861
2022-08-13,de,3.447383683898231,5.0,7.140479316670037,7.252818031393442
2023-11-18,de,3.037061184995528,5.0,3.635995928877021,5.234065439265072
2023-10-28,de,2.165303644150212,4.0,3.157188020912779,4.061504631469786
2024-03-30,de,2.4430804612977783,4.0,2.685406628549082,2.36132726554885
2024-08-10,de,11.43392347450214,10.0,10.37224457881053,8.222365696122223
2023-12-30,de,16.377468146078904,10.0,12.98678838625147,13.426612343006465
2023-08-05,de,4.210810124771916,6.0,3.8421985670595005,3.2308816282951645
2024-04-06,de,2.9454020510148577,4.0,2.421381384922199,2.089119032784404
2022-09-24,de,5.700929884702612,7.0,4.727034937085796,4.584053109698752
2024-04-20,de,0.9433849798312552,1.0,1.5836252615793698,1.5208429691245278
2022-10-01,de,3.349052631126581,5.0,2.460461372476355,3.7251455637545625
2023-07-22,de,2.2924935380849396,4.0,2.2629612961000367,2.0944354448040565
2023-09-23,de,5.401034426391966,7.0,4.329656206014256,5.33174110167687
2024-03-09,de,4.021577471779162,6.0,5.1835177428913255,4.062828323893268
2022-09-03,de,3.5612127181319844,5.0,6.283808637704309,5.8386493595092945
2022-10-22,de,2.852664715056642,4.0,2.2522478016340477,3.457602115529286
2023-03-04,de,3.1800100908884836,5.0,3.861193629940645,5.140581123845883
2024-03-02,de,4.653206797484988,7.0,7.220137264242391,4.935880347974075
2024-05-25,de,1.4531265210516497,2.0,1.569170600101271,1.6679010492235298
2023-10-07,de,5.362403070011359,7.0,3.1860967700028398,4.470744999084346
2023-05-20,de,0.6309060442274599,1.0,1.5790380854694166,1.6860578363007623
2022-12-17,de,6.285648708653473,8.0,7.50857896357271,9.000582166153498
2022-11-19,de,2.1080076820590627,4.0,2.694505418819662,4.598416422726083
2024-04-27,de,1.2632028114315261,2.0,1.412155665914299,1.3643779577860444
2024-05-18,de,1.2000080680522203,2.0,1.3922462323804092,1.5296572616428368
2022-04-30,de,2.3419083426232525,4.0,3.1400657520073483,3.911413791497076
2024-01-27,de,8.939193059653388,9.0,10.953293144918169,8.15791195288097
2024-07-20,de,9.457660336222151,9.0,7.591448437493616,6.166558413871416
2023-03-18,de,1.652166172471202,3.0,3.0188311124701697,4.710454071720841
2023-05-13,de,0.850220320681208,1.0,1.7688987521496264,1.9579629589720895
2022-11-26,de,8.089211560424257,9.0,3.207317808063194,5.39243709162515
2024-08-24,de,8.973422825334136,9.0,9.870328052299568,8.198974340813665
2024-01-20,de,9.259377829362649,9.0,9.348648987773736,8.363850738642606
2024-07-06,de,3.942185140018598,5.0,4.599449337342172,4.447756676424531
2022-12-10,de,7.600155547666629,8.0,6.285863112302053,8.437218754250006
2024-07-20,dc,10.106290586204393,9.0,7.591448437493616,6.166558413871416
2022-06-11,dc,13.64033320171816,10.0,6.469761142300799,6.820274971096861
2024-03-30,dc,1.885983851797065,3.0,2.685406628549082,2.36132726554885
2023-02-11,dc,0.7002913642827553,1.0,6.841892929408317,6.074211610610641
2023-11-25,dc,7.613541230594319,8.0,3.7114660887032924,5.9461344923293
2024-03-09,dc,4.713429379609951,7.0,5.1835177428913255,4.062828323893268
2024-01-06,dc,12.648882346162495,10.0,12.539754001964601,12.602657693837138
2024-10-12,dc,1.1469895492919733,2.0,2.1000645456035927,2.272767575115438
2024-04-13,dc,1.6796736577856872,3.0,2.0641478045106307,1.8050910700295058
2023-02-25,dc,0.22762552780166714,1.0,4.1428930192926945,5.803014865706193
2023-11-11,dc,2.0024451737710143,4.0,3.550894548819459,4.840767285642494
2023-09-30,dc,10.085634253149223,9.0,3.6330349685190177,5.027185691002783
2023-05-27,dc,1.639933598935863,3.0,1.4870434832600403,1.5793852608860208
2022-05-28,dc,7.855075393666613,8.0,6.8822237782030875,7.108935382268134
2023-06-24,dc,3.2999287504902517,5.0,1.3722672166715442,1.2023278232892203
2023-10-14,dc,3.8832560038240795,5.0,3.1601173256288515,3.811378241927873
