time_value,geo_value,state_med_conc,activity_level,region_value,national_value
2022-05-07,az,2.9703121563294834,4.0,3.9965231960621947,4.942884814630867
2024-07-13,az,6.5386552822099056,8.0,9.532306175618604,5.4769371973983
2024-09-14,az,5.257593835897339,7.0,7.570140686184672,6.655678919047137
2023-09-09,az,5.881553517879661,7.0,6.496890838186547,6.235871739049877
2024-07-27,az,2.629608760043803,4.0,10.499815359552208,6.661786776175179
2024-01-13,az,10.699324036433667,9.0,9.701361455147122,10.151105972389214
2022-07-23,az,10.426826570463584,9.0,11.022933039662398,9.550351810618482
2022-11-05,az,3.1773300163832094,5.0,4.466796564393704,4.067804421843559
2023-07-15,az,5.329354282688595,7.0,2.699695006115098,1.8397547308941802
2022-05-21,az,2.7940101467988363,4.0,5.96126724881317,6.680195048570809
2022-04-23,az,1.60287921601155,3.0,2.9684371338974187,3.148471298736332
2024-03-09,az,3.644120466821443,5.0,3.2061219480148937,4.062828323893268
2023-01-07,az,2.6703298378906446,4.0,8.015654018418019,8.313777457681223
2022-02-05,az,16.732366265704652,10.0,11.36979972980797,9.177728646963654
2022-12-31,az,5.745988527566318,7.0,9.128064657657506,10.840910193265492
2022-08-13,az,5.078584949849289,7.0,6.202618991746633,7.252818031393442
2022-07-30,az,6.643895024035785,8.0,9.365725799186498,8.857882889406902
2022-09-24,az,1.4685748788088802,2.0,4.773406748261051,4.584053109698752
2024-06-22,az,2.278392291743809,4.0,6.879777602778541,3.0138146731451627
2024-08-10,az,5.750577159705305,7.0,11.662591284351777,8.222365696122223
2022-01-08,az,31.030380919942104,10.0,33.37473487795676,23.705693483863207
2022-04-16,az,0.452397867909534,1.0,1.8822850282826071,2.104660801346302
2024-06-29,az,4.5874097111923655,7.0,7.175387152250726,3.827272520071471
2023-02-25,az,5.102759446890317,7.0,7.059459761621152,5.803014865706193
2023-09-23,az,9.373942995888786,9.0,5.581181546284304,5.33174110167687
2024-08-24,az,4.075779154495539,6.0,9.102866462562634,8.198974340813665
2023-07-22,az,9.787289683980529,9.0,3.3716899078024776,2.0944354448040565
2022-08-06,az,4.974348962569872,7.0,6.994373164371485,7.900330285935948
2023-05-13,az,1.3454688898791867,2.0,2.2406121066502833,1.9579629589720895
2024-10-19,az,3.579121977392977,5.0,2.2253924410309613,1.9350640616339883
2023-04-22,az,1.4831098168612487,2.0,2.6548953187249427,2.1682622099554676
2024-05-04,az,1.2996705349428832,2.0,1.23489104516246,1.3312541534872606
2023-11-18,az,7.2469976511672325,8.0,6.083448893618835,5.234065439265072
2022-04-30,az,3.2833430507475216,5.0,2.6098469754859437,3.911413791497076
2022-10-15,az,1.3784211608233348,2.0,3.2310893314164835,3.379504809909491
2022-06-25,az,7.7827829856021795,8.0,10.889675270305345,7.2177121781219675
2022-02-19,az,7.09474748559891,8.0,3.6125571083694625,3.9109744745339867
2024-04-13,az,2.929671284463481,4.0,1.3151466479210132,1.8050910700295058
2023-02-11,az,5.174759035958651,7.0,6.698849059207093,6.074211610610641
2023-04-29,az,1.3676442754022118,2.0,2.260486304009823,1.892072405463939
2023-10-07,az,13.699402828970612,10.0,4.788229000060838,4.470744999084346
2023-03-25,az,3.4458430268744875,5.0,5.212993706351808,4.400414434015628
2024-07-20,az,4.836209173449795,7.0,9.620998981752827,6.166558413871416
2024-04-20,az,1.974956287000372,3.0,1.2965442269105347,1.5208429691245278
2024-03-16,az,3.2285038102644736,5.0,2.5022629742156774,2.9234374035800426
2024-09-07,az,5.702136905222451,7.0,10.225406509465536,7.375129653235615
2022-07-16,az,13.137719767185114,10.0,10.959759531184494,9.018522631132036
2023-06-17,az,0.3552065131838239,1.0,1.2862721305524127,1.1576788075152558
2022-05-14,az,1.4764037660848122,2.0,5.219059012957839,5.777562843682242
2023-09-02,az,9.416722071166916,9.0,6.582401360661286,5.6599519309712445
2023-12-30,az,16.049628502041468,10.0,12.257226896683356,13.426612343006465
2024-01-06,az,8.899358179810779,9.0,13.643099639832045,12.602657693837138
2024-08-03,az,5.511331222466364,7.0,12.055534414693208,8.04561086713608
2024-03-23,az,2.936113284431048,4.0,2.2718444096347756,2.518054484127927
2023-12-23,az,7.470425814975195,8.0,11.208890105427969,11.338205199943935
2024-05-11,az,1.1785385617585509,2.0,1.66827198110841,1.364568684953574
2022-06-04,az,7.44599192903674,8.0,9.74928862384909,7.22381681214419
2024-05-25,az,3.442486358976705,5.0,2.7061281494797784,1.6679010492235298
2024-06-01,az,3.0172208545864656,5.0,3.462806918511151,1.9196465267735272
2024-10-12,az,3.637854830867996,5.0,2.9173846605143163,2.272767575115438
2024-05-18,az,1.239878731734538,2.0,2.1317038446721823,1.5296572616428368
2024-02-03,az,7.57047403216013,8.0,6.816338609595187,7.019405532208694
